OBJECTID,Join_Count,TARGET_FID,JOIN_FID,COUNT_,SUM_Acres_Restored,CODE,Project_Number,Project_Name,Treatment_ID,Year_Start,Year_End,COMPLETION_DATE,longitude,latitude,State,County,Database_,Site_Name,Refuge_Name,FS_UNIT_NAME,Acres_Restored,Activity,Management_Type,Subcategory,Treatment,Project_Description,Landowner_type,Lead_Organization,Federal_Project_Partner,non_federal_partners,PARTNER_NAME,Species_mentioned,Plant_species,AFFECTED_Z,Notes,DFP_Notes,Shape__Area,Shape__Length
7832,1,2040,7842,18,259.5,ORWRI14,16876,Knot Not Naught--Rogue,,2013,2014,,-124.22008471,42.49312744,OR,Curry,ORWRI,Copper Canyon-Rogue River,,,0.5,Maintenance,Riparian,Riparian invasive plant control,,Riparian treated for non-native or noxious plant species,,OWEB,,OWEB,,,,,,lat/long is centroid of county,0.00462692922292263,0.257858325535921
7833,1,2040,8658,18,259.5,ORWRI754,20698,Kimball Hill Meadow Enhancement,,2017,2019,,-124.29511963,42.48378125,OR,Curry,ORWRI,Gold Beach-Rogue River,,,10,Maintenance,Upland,Upland vegetation management,We took several steps to ensure that the meadows that are now being heavily encroached by firs is being checked and maintained into the future. The landowners and contractors did work on three different segments of the property. One where there was thinni,Other upland vegetation management,,"Siskiyou Forestry, LLC.",,"Siskiyou Forestry, LLC.",,,,,,lat/long is centroid of county,0.00462692922292263,0.257858325535921
7834,1,2041,2519,2,233,PADUS1904,,,,2020,,,-122.1301089,39.43187752,CA,,PADUS,Willow Creek-Lurline Wildlife Management Area,,,100,Conservation,Easement,GAP Status- 2,,,UNK,C,,,,,,,,lat/long is centroid of county,0.00442100141890478,0.250967583772078
7835,1,2041,2520,2,233,PADUS1905,,,,2020,,,-122.13278329,39.43959857,CA,,PADUS,Willow Creek-Lurline Wildlife Management Area,,,133,Conservation,Easement,GAP Status- 2,,,UNK,C,,,,,,,,lat/long is centroid of county,0.00442100141890478,0.250967583772078
7836,1,2042,3954,1,,LTDL4,1485,Brogan_Hill_Wildfire_2014,4142,2015,,,-117.596337896,44.2980249170001,OR,Malheur,LTDL,,,,,Restoration,Herbicide/Weeds/Chemical,Weeds,Noxious Weeds,"Noxious weeds are the first plants to reestablish following a wildfire and take advantage of the vulnerability of the fire weakened and stressed desired species. In the 2012 Long Draw fire, for example, Scotch thistle rosettes were still green 2 weeks aft",Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00476495052134851,0.262462230538452
7837,1,2043,520,1,0.59,XS62,,,,2021,2021,,-119.176654,46.557813,WA,Franklin,XS,,,,0.59,Enhancement,,Planting,,"Bee Better Certified. Area plantings,Multi-row hedgerow",,Xerces Society,,,,Bumble Bee,,,,Kept only acre values (not hedgerow lengths),0.00495670446889562,0.268648100833563
7838,1,2044,5095,3,0.126,MCD1424,,,,2017,,,-121.9358649,38.2685057,CA,Solano,MCD,Monarch Waystation 17163,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00435096526734924,0.24858972812218
7839,1,2044,5255,3,0.126,MCD1789,,,,2018,,,-121.9358649,38.2685057,CA,Solano,MCD,Monarch Waystation 18795,,,0.008,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00435096526734924,0.24858972812218
7840,1,2044,5266,3,0.126,MCD1806,,,,2018,,,-121.9358649,38.2685057,CA,Solano,MCD,Monarch Waystation 18843,,,0.115,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00435096526734924,0.24858972812218
7841,1,2045,633,1,358,PADUS18,,,,2017,,,-109.48259962,38.52339958,UT,,PADUS,Colorado River Corridor Easement,,,358,Conservation,Easement,GAP Status- 1,,,PVT,The Nature Conservancy,,,,,,,,lat/long is centroid of county,0.00436329694593951,0.249058115507034
7842,1,2046,2887,1,59,PADUS2272,,,,2020,,,-122.92898266,40.70803899,CA,,PADUS,"Wetlands Reserve Program (WRP), Trinity, California",,,59,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00450219567346721,0.253702749483223
7843,1,2047,8887,1,828,FS860,,,,,2019,5/25/2019,-118.2727629,44.26094961,OR,Baker,FS,0604_RailFire_Planting_FY2019,,MALHEUR NATIONAL FOREST,828,Enhancement,Veg Mgmt,Planting,061201 2019 OSB HandMeadow 5,Reforestation Trust Fund,,,,,,Pollinator,,0604_RailFire_Planting_FY2019_HAZ,,Lat/long is centroid of polygon,0.00476188641459885,0.262356233923281
7844,1,2048,4787,13,515.895,MCD965,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,Monarch Waystation 14180,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7845,1,2048,4788,13,515.895,MCD966,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,Monarch Waystation 14181,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7846,1,2048,4789,13,515.895,MCD967,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,Monarch Waystation 14182,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7847,1,2048,4790,13,515.895,MCD968,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,Monarch Waystation 14183,,,0.003,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7848,1,2048,5810,13,515.895,MCD722,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,PFW-1036145,,,21.81,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Establish Riparian Herbaceous Cover,,,Private,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7849,1,2048,5973,13,515.895,MCD718,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,PFW-1035965,,,137.67,Maintenance,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,"Establish Riparian Herbaceous Cover,Protect as Easement,Enroll in WRE and Implement Qualifying CP,Herbicide Treatment to Enhance",,,Private,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7850,1,2048,5974,13,515.895,MCD719,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,PFW-1036025,,,137.82,Maintenance,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,"Establish Riparian Herbaceous Cover,Protect as Easement,Enroll in WRE and Implement Qualifying CP",,,Private,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7851,1,2048,5975,13,515.895,MCD720,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,PFW-1036045,,,8.29,Maintenance,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,"Herbicide Treatment to Enhance,Enroll in CRP and Implement Qualifying CP,Establish Riparian Herbaceous Cover",,,Private,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7852,1,2048,5976,13,515.895,MCD721,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,PFW-1036085,,,32.56,Maintenance,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,"Enroll in WRE and Implement Qualifying CP,Herbicide Treatment to Enhance,Enroll in CRP and Implement Qualifying CP,Establish Riparian Herbaceous Cover,Protect as Easement",,,Private,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7853,1,2048,5977,13,515.895,MCD723,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,PFW-1036225,,,8.3,Maintenance,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,"Establish Riparian Herbaceous Cover,Protect as Easement,Enroll in WRE and Implement Qualifying CP",,,Private,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7854,1,2048,5981,13,515.895,MCD725,,,,2016,,,-116.7113698,46.81587887,ID,Latah,MCD,PFW-1057965,,,138.36,Maintenance,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,"Establish Riparian Herbaceous Cover,Conservation Mowing,Herbicide Treatment to Enhance,Enroll in CRP and Implement Qualifying CP",,,Private,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7855,1,2048,6072,13,515.895,MCD12,,,,2012,2016,,-116.7113698,46.81587887,ID,Latah,MCD,PFW-662227,,,21.57,Maintenance,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,"Establish Riparian Herbaceous Cover,Herbicide Treatment to Enhance,Planting",,,Private,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7856,1,2048,6355,13,515.895,MCD2245,,,,2020,,,-116.7113698,46.81587887,ID,Latah,MCD,Mineral Mountain Rest Area,,,9.503,Maintenance,Increase Milkweed to Enhance Habitat and Nectar Resources,"Other,Herbicide Treatment to Enhance",,,,Idaho Transportation Department,,,,Monarch,,,,lat/long is centroid of county,0.00498189403469951,0.269482522412592
7857,1,2049,4156,3,150,MCD1710,,,,2018,2019,,-109.5178165,40.12412473,UT,Uintah,MCD,Dinosaur National Monument,,,50,Maintenance,Implement Pollinator Grazing Plan to Prevent Loss of Habitat and Nectar Resources,Conservation Grazing,,,Public,National Park Service,,,,Pollinator,,,The main (naturally) irrigated ~50 acre pasture where monarchs appear to concentrate in Dinosaur National Monument in late summer/early fall is also within a domestic livestock grazing allotment. This allotment historically has been winter grazed for arou,lat/long is centroid of county,0.00446480392247395,0.252511750620347
7858,1,2049,4157,3,150,MCD1709,,,,2018,2018,,-109.5178165,40.12412473,UT,Uintah,MCD,Dinosaur National Monument,,,50,Conservation,Implement Pollinator Mowing Plan to Prevent Loss of Habitat and Nectar Resources,Other,,,Public,National Park Service,,,,Pollinator,,,"Invasive trees (Russian olive, Silver poplar) are removed by hand using loppers and saws to prevent woody species encroachment into a largely native riparian meadow where monarchs appear to concentrate in late summer/early fall.",lat/long is centroid of county,0.00446480392247395,0.252511750620347
7859,1,2049,7044,3,150,MCD1708,,,,2018,2018,,-109.5178165,40.12412473,UT,Uintah,MCD,Dinosaur National Monument,,,50,Maintenance,Mitigate Negative Impacts of Herbicide Use on Habitat and Nectar Resources,"Implement FWS Pollinator Guidance,Implement Other Best Management Practice (Please Specify in Notes)",,,Public,National Park Service,,,,Pollinator,,,"The main (naturally) irrigated ~50 acre pasture where monarchs appear to concentrate in Dinosaur National Monument in late summer/early fall is also within an old (riparian) hay pasture that has been restored to mostly native species, including abundant m",lat/long is centroid of county,0.00446480392247395,0.252511750620347
7860,1,2050,5792,3,34.008,MCD640,,,,2015,,,-123.7285716,46.55418369,WA,Pacific,MCD,Monarch Waystation 9998,,,0.008,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00495495489758468,0.268536686187285
7861,1,2050,5924,3,34.008,MCD1672,,,,2018,,,-123.7285716,46.55418369,WA,Pacific,MCD,Willapa NWR_1.76_2018,,,5,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,Public,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00495495489758468,0.268536686187285
7862,1,2050,5925,3,34.008,MCD1190,,,,2017,,,-123.7285716,46.55418369,WA,Pacific,MCD,William L. Finley NWR_1.75_2017,,,29,Enhancement,Increase Milkweed and Blooming Nectar Plants to Enhance Habitat and Nectar Resources,Planting,,,Public,United States Fish and Wildlife Service,,,,Monarch,,,,lat/long is centroid of county,0.00495495489758468,0.268536686187285
7863,1,2051,2908,2,777,PADUS2293,,,,2020,,,-121.26311267,42.46150979,OR,,PADUS,"Wetlands Reserve Program (WRP), Klamath, Oregon",,,500,Conservation,Easement,GAP Status- 2,,,PVT,Admin State OR,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00462371884759705,0.257774425027053
7864,1,2051,2917,2,777,PADUS2302,,,,2020,,,-121.25089029,42.45252453,OR,,PADUS,"Wetlands Reserve Program (WRP), Klamath, Oregon",,,277,Conservation,Easement,GAP Status- 2,,,PVT,Admin State OR,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00462371884759705,0.257774425027053
7865,1,2052,1216,2,29,PADUS601,,,,2020,,,-122.3305478,47.0255271,WA,,PADUS,"Wetlands Reserve Program (WRP), Pierce, Washington",,,28,Conservation,Easement,GAP Status- 2,,,PVT,Admin State WA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00499952810514515,0.269972532918552
7866,1,2052,2193,2,29,PADUS1578,,,,2011,,,-122.31718723,47.02609905,WA,,PADUS,Patterson Springs,,,1,Conservation,Easement,GAP Status- 2,,,PVT,"Pierce County, WA",,,,,,,updated from Luzerne County parcel shapefile,lat/long is centroid of county,0.00499952810514515,0.269972532918552
7867,1,2053,6183,1,0.002,MCD644,,,,2015,,,-120.8395035,40.00353139,CA,Plumas,MCD,Chester Elementary School,,,0.002,Enhancement,Increase Milkweed to Enhance Habitat and Nectar Resources,Planting,,,Public,Monarch Watch,,,,Monarch,,,,lat/long is centroid of county,0.00445717717275329,0.252197956673747
7868,1,2054,482,1,0.19,XS24,,,,2019,2019,,-118.846382,34.03995751,CA,Los Angeles,XS,,,,0.19,Enhancement,,Planting,,"Xerces habitat kit, garden",,Xerces Society,,,,Pollinator,,,,,0.00412471734443898,0.240838015221892
7869,1,2055,1398,1,871,PADUS783,,,,2020,,,-111.23907139,42.17869659,ID,,PADUS,"Grassland Reserve Program (GRP), Bear Lake, Idaho",,,871,Conservation,Easement,GAP Status- 2,,,PVT,Admin State ID,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00460180822938128,0.257113812349372
7870,1,2056,3063,3,2039,PADUS2448,,,,2017,,,-121.9641352,39.99646066,CA,,PADUS,Deer Creek Easement,,,160,Conservation,Easement,GAP Status- 2,,,PVT,The Nature Conservancy,,,,,,,,lat/long is centroid of county,0.00445411645023341,0.2520883612902
7871,1,2056,3064,3,2039,PADUS2449,,,,2017,,,-121.99390519,39.98548046,CA,,PADUS,Deer Creek Easement,,,1828,Conservation,Easement,GAP Status- 2,,,PVT,The Nature Conservancy,,,,,,,,lat/long is centroid of county,0.00445411645023341,0.2520883612902
7872,1,2056,3066,3,2039,PADUS2451,,,,2017,,,-121.96258976,39.99529865,CA,,PADUS,Deer Creek Easement,,,51,Conservation,Easement,GAP Status- 2,,,PVT,The Nature Conservancy,,,,,,,,lat/long is centroid of county,0.00445411645023341,0.2520883612902
7873,1,2057,2645,1,153,PADUS2030,,,,2020,,,-121.04368341,41.1399892,CA,,PADUS,"Wetlands Reserve Program (WRP), Lassen, California",,,153,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00453072294567392,0.254671836619976
7874,1,2058,1004,1,1389,PADUS389,,,,2017,,,-117.66769635,33.75529653,CA,,PADUS,San Joaquin Hills Portfolio Site Easement,,,1389,Conservation,Easement,GAP Status- 2,,,PVT,The Nature Conservancy,,,,,,,,lat/long is centroid of county,0.00411119795285231,0.240374001989076
7875,1,2059,8647,2,44,ORWRI743,20654,Hick Springs Forest Health Improvement,,2017,2019,,-117.31025656,45.58809657,OR,Wallowa,ORWRI,Upper Whiskey Creek,,,23,Maintenance,Upland,Upland vegetation management,,Other upland vegetation management,,Wallowa SWCD,,Wallowa SWCD,,,,,,lat/long is centroid of county,0.00487285656163294,0.265974934880963
7876,1,2059,8654,2,44,ORWRI750,20684,R&S Forest Health Improvement,,2019,2019,,-117.371956,45.59893862,OR,Wallowa,ORWRI,Upper Whiskey Creek,,,21,Maintenance,Upland,Upland vegetation management,,Other upland vegetation management,,Private Landowner,,Private Landowner,,,,,,lat/long is centroid of county,0.00487285656163294,0.265974934880963
7877,1,2060,7783,1,4,ORWRI140,19322,Hidden Acres Riparian Habitat,,2016,2016,,-121.55154493,42.49283226,OR,Klamath,ORWRI,Cherry Creek-Sprague River,,,4,Enhancement,Riparian,Riparian tree planting,,"Riparian trees planted: hardwood; Riparian shrubs or herbaceous vegetation planted/reseeded",,USFWS,USFWS,,,,,,,lat/long is centroid of county,0.00462833536585094,0.257925201284512
7878,1,2061,8894,7,67,FS867,,,,,2020,6/15/2020,-121.0937768,43.67268828,OR,Deschutes,FS,R060101 IntegratedPlanting 67ac,,DESCHUTES NATIONAL FOREST,21.1887,Enhancement,Veg Mgmt,Planting,Prescribed Burning 2014,Wildlife and Fisheries Habitat Mgt,,,,,,Pollinator,,R060101 IntegratedPlanting 67acAZ,,Lat/long is centroid of polygon,0.00471374817880132,0.260751157756827
7879,1,2061,8895,7,67,FS868,,,,,2020,6/15/2020,-121.0937768,43.67268828,OR,Deschutes,FS,R060101 IntegratedPlanting 67ac,,DESCHUTES NATIONAL FOREST,0.003,Enhancement,Veg Mgmt,Planting,R060101 RyanRanchWetlandPlanting,Partnerships with non-monetary contributions,,,,,National Audubon Society,Pollinator,,R060101 IntegratedPlanting 67acAZ,,Lat/long is centroid of polygon,0.00471374817880132,0.260751157756827
7880,1,2061,8896,7,67,FS869,,,,,2020,6/15/2020,-121.0937768,43.67268828,OR,Deschutes,FS,R060101 IntegratedPlanting 67ac,,DESCHUTES NATIONAL FOREST,13.2983,Enhancement,Veg Mgmt,Planting,061020 UAR Underburn 2017,Vegetation and Watershed Mgt,,,,,,Pollinator,,R060101 IntegratedPlanting 67acAZ,,Lat/long is centroid of polygon,0.00471374817880132,0.260751157756827
7881,1,2061,8897,7,67,FS870,,,,,2020,6/15/2020,-121.0937768,43.67268828,OR,Deschutes,FS,R060101 IntegratedPlanting 67ac,,DESCHUTES NATIONAL FOREST,13.2983,Enhancement,Veg Mgmt,Planting,Prescribed Fire 2016 Supplemental,Timber sales management,,,,,,Pollinator,,R060101 IntegratedPlanting 67acAZ,,Lat/long is centroid of polygon,0.00471374817880132,0.260751157756827
7882,1,2061,8898,7,67,FS871,,,,,2020,6/15/2020,-121.0937768,43.67268828,OR,Deschutes,FS,R060101 IntegratedPlanting 67ac,,DESCHUTES NATIONAL FOREST,0.003,Enhancement,Veg Mgmt,Planting,060404 District Pollinator Garden,Partnerships with non-monetary contributions,,,,,"Trout Unlimited, Incorporated",Pollinator,,R060101 IntegratedPlanting 67acAZ,,Lat/long is centroid of polygon,0.00471374817880132,0.260751157756827
7883,1,2061,8899,7,67,FS872,,,,,2020,6/15/2020,-121.0937768,43.67268828,OR,Deschutes,FS,R060101 IntegratedPlanting 67ac,,DESCHUTES NATIONAL FOREST,5.9104,Enhancement,Veg Mgmt,Planting,061201 2019 Handwork,Partnerships with monetary contributions,,,,,Oregon Hunter's Association,Pollinator,,R060101 IntegratedPlanting 67acAZ,,Lat/long is centroid of polygon,0.00471374817880132,0.260751157756827
7884,1,2061,8900,7,67,FS873,,,,,2020,6/15/2020,-121.0937768,43.67268828,OR,Deschutes,FS,R060101 IntegratedPlanting 67ac,,DESCHUTES NATIONAL FOREST,13.2983,Enhancement,Veg Mgmt,Planting,060105 Bridge99 RxBurn 2017,Stewardship Contracting,,,,,,Pollinator,,R060101 IntegratedPlanting 67acAZ,,Lat/long is centroid of polygon,0.00471374817880132,0.260751157756827
7885,1,2062,2906,1,119,PADUS2291,,,,2020,,,-121.51305241,39.29735682,CA,,PADUS,"Wetlands Reserve Program (WRP), Yuba, California",,,119,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00441326528789432,0.250708556325378
7886,1,2063,2326,1,27,PADUS1711,,,,2012,,,-120.18899035,48.37156123,WA,,PADUS,Methow Conservancy,,,27,Conservation,Easement,GAP Status- 2,,,PVT,Methow Conservancy,,,,,,, ,lat/long is centroid of county,0.00512562914082082,0.273972381997565
7887,1,2064,542,1,0.428571429,PCA9.2,157,U.S. Forest Service (USFS) Region 4 pollinator gardens,,2015,2016,,-117.5025745,38.65036124,NV,Nye,PCA,,,,0.428571429,Enhancement,,Planting,,7 Pollinator Gardens reported for U.S. Forest Service Region 4 (R4) units in FACTS database used report Pollinator Activities to the Secretary's Office. The gardens showcase native host or nectar plants and provide quality habitat for pollinators at feder,,,Forest Service,"Great Basin Institute, High Mountain Nursery",,Pollinator,,,,"Humboldt-Toiyobe National Forest (3 gardens). Coordinates found by searching on Google Maps. Originally reported as Idaho & Nevada, 1 acre, coord 41.10812, -120.149 (California). Broken out into the 3 sites mentioned (3 project rows) and divided acreage b",0.0043703977057703,0.249270128385355
7888,1,2065,2540,4,510,PADUS1925,,,,2020,,,-120.97023371,37.22005431,CA,,PADUS,Grasslands Wildlife Management Area,,,105,Conservation,Easement,GAP Status- 2,,,UNK,C,,,,,,,,lat/long is centroid of county,0.00428853088578762,0.246461771759994
7889,1,2065,2793,4,510,PADUS2178,,,,2020,,,-120.95894459,37.19811982,CA,,PADUS,"Wetlands Reserve Program (WRP), Merced, California",,,76,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00428853088578762,0.246461771759994
7890,1,2065,2796,4,510,PADUS2181,,,,2020,,,-120.97191281,37.23496254,CA,,PADUS,"Wetlands Reserve Program (WRP), Merced, California",,,149,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00428853088578762,0.246461771759994
7891,1,2065,2798,4,510,PADUS2183,,,,2020,,,-120.96015664,37.1918399,CA,,PADUS,"Wetlands Reserve Program (WRP), Merced, California",,,180,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00428853088578762,0.246461771759994
7892,1,2066,7849,2,62,ORWRI21,17054,Wallowa Canyon Lands Weeds Partnership,,2010,2014,,-117.48133614,45.8975439,OR,Wallowa,ORWRI,Wenaha River-Grande Ronde River,,,31,Maintenance,Riparian,Riparian invasive plant control,treated the Grande Ronde River for Leafy Spurge and the Imnaha River for Whitetop.,"Riparian treated for non-native or noxious plant species; Upland treated for non-native or noxious plant species; Upland shrubs or herbaceous vegetation planted/reseeded",,Wallowa Resources,,Wallowa Resources,,,,,,lat/long is centroid of county,0.00489561726226384,0.266707592446829
7893,1,2066,7850,2,62,ORWRI22,17054,Wallowa Canyon Lands Weeds Partnership,,2010,2014,,-117.48133614,45.8975439,OR,Wallowa,ORWRI,Wenaha River-Grande Ronde River,,,31,Maintenance,Riparian,Riparian invasive plant control,treated the Grande Ronde River for Leafy Spurge and the Imnaha River for Whitetop.,"Riparian treated for non-native or noxious plant species; Upland treated for non-native or noxious plant species; Upland shrubs or herbaceous vegetation planted/reseeded",,Wallowa Resources,,Wallowa Resources,,,,,,lat/long is centroid of county,0.00489561726226384,0.266707592446829
7894,1,2067,3475,1,18,FS1189,,,,,2014,9/24/2014,-122.4315672,43.40681291,OR,Douglas,FS,Cedar Meadow,,WILLAMETTE NATIONAL FOREST,18,Maintenance,Fuels,Prescribed Fire,Rx burn,Wildlife and Fisheries Habitat Mgt,,,,,,Pollinator,,Cedar Meadow,,Lat/long is centroid of polygon,0.00469486334986868,0.260117721600395
7895,1,2068,1201,1,64,PADUS586,,,,2020,,,-123.19776311,44.8233117,OR,,PADUS,"Wetlands Reserve Program (WRP), Polk, Oregon",,,64,Conservation,Easement,GAP Status- 2,,,PVT,Admin State OR,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00480697342572967,0.263778705212813
7896,1,2069,1685,12,1779,PADUS1070,,,,2010,,,-111.20677039,43.784556,ID,,PADUS,T46,,,40,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,digitized w/drg and GCDB 1/41/4,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7897,1,2069,1688,12,1779,PADUS1073,,,,2010,,,-111.21577102,43.74142205,ID,,PADUS,T77,,,160,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,cogo with GCDB,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7898,1,2069,1694,12,1779,PADUS1079,,,,2010,,,-111.20360852,43.76331595,ID,,PADUS,T37,,,199,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,digitized w/drg and GCDB 1/41/4,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7899,1,2069,1698,12,1779,PADUS1083,,,,2010,,,-111.21576191,43.75221802,ID,,PADUS,T42,,,319,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,digitized w/drg and GCDB 1/41/4,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7900,1,2069,1699,12,1779,PADUS1084,,,,2010,,,-111.21350086,43.77318007,ID,,PADUS,T69,,,59,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,cogo with GCDB,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7901,1,2069,1702,12,1779,PADUS1087,,,,2010,,,-111.20830308,43.77427608,ID,,PADUS,T68,,,142,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,digitized w/drg and GCDB 1/41/4,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7902,1,2069,1703,12,1779,PADUS1088,,,,2010,,,-111.21316342,43.76857387,ID,,PADUS,T55,,,31,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,cogo with GCDB,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7903,1,2069,1705,12,1779,PADUS1090,,,,2010,,,-111.19965856,43.776099,ID,,PADUS,T54,,,22,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,cogo with GCDB,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7904,1,2069,1707,12,1779,PADUS1092,,,,2010,,,-111.21171235,43.78527616,ID,,PADUS,T64,,,122,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,digitized w/drg and GCDB 1/41/4,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7905,1,2069,1721,12,1779,PADUS1106,,,,2010,,,-111.20263503,43.77576023,ID,,PADUS,T57,,,31,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,cogo with GCDB,lat/long is centroid of county,0.00472258938088999,0.261123871406977
